"RANK","Nom Unité Opérationnelle","Identifiant GED","Site CEC","Service","Fournisseur","Blocage","Chef de projet","Entité","CA","Num commande","Montant de la commande/Appel de cde","Montant des réceptions","Montant des factures","Montant mise à disposition","Numéro Facture","Montant Facture TTC (DEVISE)","Devise Facture","Type","Acheteur","Type d'achat PO","Intervenant","Nombre de jours à l'échéance","Échéance"
"341","OCP_80296:60523","H_856142_33762889","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","=6444283","36061900","146875","1579560","16754000","F_3348062","16666000","MAD","F locaux","KANFAOUI.89","S - stocks","Litige","33","Echue dans 60 jours"
"342","JF8_47695:55784","CDS30403_0210_59019","Port Jorf","JORF B","Fournisseur Y","XX","XX","342","342",">5929082","1293940","357785","412442","439550","F_1923648","332227","USD","F étrangers","SAMAR.8922","M - marché","SPOC","21","Echue dans 30 jours"
"343","JF8_38985:97183","330_0003_565648","Port Jorf","JORF Z","Fournisseur Z","XX","XX","343","343","A6011575","52595300","12837900","47810300","16361900","C_5799297","13061600","USD","F étrangers","RIYAHI.8579","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-1","Echue"
"344","JF8_19982:86995","30_0003_500555","Port Jorf","JORF B","Fournisseur A","XX","XX","344","344","?5995622","54289500","24068600","43193200","10002400","B_4238768","4476490","MAD","F locaux","KARAMI.5932","E - Equipement","SPOC","-7","Echue"
"345","OCP_14885:976","0921_0090_33254449","Port Jorf","JORF Z","Fournisseur B","XX","XX","345","345","F5286402","24741700","4662740","10549500","532025","C_279459","387610","MAD","F locaux","HASSAN.3367","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","39","Echue dans 60 jours"
"346","OCP_30119:92510","322_0117_561358686","Port Jorf","JORF B","Fournisseur C","XX","XX","346","346","F3345561","46774200","1008190","4895640","18695700","<_6646526","10284000","MAD","F locaux","RABII.922","S - stocks","SPOC","58","Echue dans 60 jours"
"351","OCP_10861:87404","<_694500_44209737","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","C3321078","52383200","21390400","39743100","22022900",">_1910249","2070930","MAD","F locaux","KANFAOUI.90","S - stocks","Litige","-4","Echue"
"352","OCP_86528:95261","CDS30403_0210_59020","Port Jorf","JORF B","Fournisseur Y","XX","XX","352","352","<2865617","20771300","18546300","19668600","10822400","E_806497","9515100","USD","F étrangers","SAMAR.8923","M - marché","SPOC","23","Echue dans 30 jours"
"353","OCP_98907:53429","330_0003_565649","Port Jorf","JORF Z","Fournisseur Z","XX","XX","353","353","C5477034","95822500","29607500","69374100","9877000","B_5435272","7705010","USD","F étrangers","RIYAHI.8580","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-11","Echue"
"354","JF8_76563:96573","30_0003_500556","Port Jorf","JORF B","Fournisseur A","XX","XX","354","354","D6602287","10053400","116261","179670","26628","=_6214123","24351","MAD","F locaux","KARAMI.5933","E - Equipement","SPOC","33","Echue dans 60 jours"
"355","JF8_48031:83422","0921_0090_33254450","Port Jorf","JORF Z","Fournisseur B","XX","XX","355","355","<5166371","12831400","11592","607475","568883","?_2971824","419226","MAD","F locaux","HASSAN.3368","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-14","Echue"
"356","OCP_98332:31883","322_0117_561358687","Port Jorf","JORF B","Fournisseur C","XX","XX","356","356",">421345","59203700","4079910","7248440","26718500","@_6023642","12138100","MAD","F locaux","RABII.923","S - stocks","SPOC","15","Echue dans 30 jours"
"361","OCP_12743:53810","U_911081_67633776","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D2744714","28543800","9430770","12212100","25046100","=_4472954","15170900","MAD","F locaux","KANFAOUI.91","S - stocks","Litige","48","Echue dans 60 jours"
"362","OCP_33332:91749","CDS30403_0210_59021","Port Jorf","JORF B","Fournisseur Y","XX","XX","362","362","B3146357","31694600","1506130","31646500","15627800","@_4910202","9175700","EUR","F étrangers","SAMAR.8924","M - marché","SPOC","9","Echue dans 30 jours"
"363","JF8_60613:99758","330_0003_565650","Port Jorf","JORF Z","Fournisseur Z","XX","XX","363","363","C381937","45845400","5007120","20917400","6156560","B_863459","4801210","USD","F étrangers","RIYAHI.8581","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","29","Echue dans 30 jours"
"364","OCP_15501:59533","30_0003_500557","Port Jorf","JORF B","Fournisseur A","XX","XX","364","364","A6272404","84677800","37305900","42716100","53701800","=_6409904","21055800","MAD","F locaux","KARAMI.5934","E - Equipement","SPOC","18","Echue dans 30 jours"
"365","JF8_1042:84879","0921_0090_33254451","Port Jorf","JORF Z","Fournisseur B","XX","XX","365","365",">1950354","85479600","34775700","59801900","45879000","F_5047063","19643000","MAD","F locaux","HASSAN.3369","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-6","Echue"
"366","JF8_38089:83865","322_0117_561358688","Port Jorf","JORF B","Fournisseur C","XX","XX","366","366","D4656721","63657700","15113300","45821200","21183600","D_3836857","14230300","MAD","F locaux","RABII.924","S - stocks","SPOC","-1","Echue"
"371","OCP_84892:88957","K_131611_12092102","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","<1947758","29437200","5183650","25293600","17413500","C_5192734","7233350","MAD","F locaux","KANFAOUI.92","S - stocks","Litige","29","Echue dans 30 jours"
"372","JF8_36317:13547","CDS30403_0210_59022","Port Jorf","JORF B","Fournisseur Y","XX","XX","372","372","A3377709","68732600","33402400","66293100","14940700","F_6103537","10203700","EUR","F étrangers","SAMAR.8925","M - marché","SPOC","42","Echue dans 60 jours"
"373","JF8_55274:3932","330_0003_565651","Port Jorf","JORF Z","Fournisseur Z","XX","XX","373","373","=5636027","11819700","1929960","2012520","8923660","B_289960","5394610","EUR","F étrangers","RIYAHI.8582","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","56","Echue dans 60 jours"
"374","JF8_30229:83644","30_0003_500558","Port Jorf","JORF B","Fournisseur A","XX","XX","374","374","?719827","86280800","17408000","69483700","21625900","F_1383375","20732400","MAD","F locaux","KARAMI.5935","E - Equipement","SPOC","35","Echue dans 60 jours"
"375","OCP_44798:48495","0921_0090_33254452","Port Jorf","JORF Z","Fournisseur B","XX","XX","375","375","B770758","76678100","36395500","73618700","54792700","C_4817303","34950200","MAD","F locaux","HASSAN.3370","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-12","Echue"
"376","JF8_50973:4024","322_0117_561358689","Port Jorf","JORF B","Fournisseur C","XX","XX","376","376","@645793","55115300","1070540","10431100","11855500","?_1021565","2525560","MAD","F locaux","RABII.925","S - stocks","SPOC","29","Echue dans 30 jours"
"381","JF8_76548:42295","A_327675_30626032","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@5916412","22153800","12908900","13657000","5621190","<_6552110","670703","MAD","F locaux","KANFAOUI.93","S - stocks","Litige","19","Echue dans 30 jours"
"382","JF8_11108:59780","CDS30403_0210_59023","Port Jorf","JORF B","Fournisseur Y","XX","XX","382","382","E1063692","71429800","70471400","70963300","48731000","?_1524944","18263800","EUR","F étrangers","SAMAR.8926","M - marché","SPOC","-3","Echue"
"383","OCP_87134:85792","330_0003_565652","Port Jorf","JORF Z","Fournisseur Z","XX","XX","383","383","<6111128","73603600","4261300","24095500","2560940","A_2963499","610434","USD","F étrangers","RIYAHI.8583","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-5","Echue"
"384","OCP_96830:69177","30_0003_500559","Port Jorf","JORF B","Fournisseur A","XX","XX","384","384","@4931698","74101200","50333500","64679600","71956600","A_5196673","68791900","MAD","F locaux","KARAMI.5936","E - Equipement","SPOC","32","Echue dans 60 jours"
"385","JF8_77363:30436","0921_0090_33254453","Port Jorf","JORF Z","Fournisseur B","XX","XX","385","385","C2142975","69232400","14943600","29886300","67853700","F_3215517","27694500","MAD","F locaux","HASSAN.3371","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","42","Echue dans 60 jours"
"386","OCP_72019:14028","322_0117_561358690","Port Jorf","JORF B","Fournisseur C","XX","XX","386","386","?6477350","14119600","2821610","4163980","12463200","B_6090599","4353310","MAD","F locaux","RABII.926","S - stocks","SPOC","49","Echue dans 60 jours"
"391","JF8_8250:77751","K_908531_18120230","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A4705796","72730100","47497500","70219700","9488900","A_5015968","9476670","MAD","F locaux","KANFAOUI.94","S - stocks","Litige","35","Echue dans 60 jours"
"392","OCP_74187:8433","CDS30403_0210_59024","Port Jorf","JORF B","Fournisseur Y","XX","XX","392","392","=5944736","35596300","13582300","33613300","939524",">_1482506","516329","USD","F étrangers","SAMAR.8927","M - marché","SPOC","38","Echue dans 60 jours"
"393","OCP_15911:29889","330_0003_565653","Port Jorf","JORF Z","Fournisseur Z","XX","XX","393","393","B2246120","9577160","531051","8291420","1430450","D_2230967","458365","USD","F étrangers","RIYAHI.8584","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","16","Echue dans 30 jours"
"394","JF8_54132:96493","30_0003_500560","Port Jorf","JORF B","Fournisseur A","XX","XX","394","394","D1592121","76512700","33225500","49378300","49907400",">_3190224","6608860","MAD","F locaux","KARAMI.5937","E - Equipement","SPOC","18","Echue dans 30 jours"
"395","JF8_16333:89646","0921_0090_33254454","Port Jorf","JORF Z","Fournisseur A","XX","XX","395","395","B3491546","34499300","17137500","29549700","1660690","?_3111388","1074680","MAD","F locaux","HASSAN.3372","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","8","Echue dans 30 jours"
"396","OCP_71452:57326","322_0117_561358691","Port Jorf","JORF B","Fournisseur C","XX","XX","396","396","=1024461","4640450","823569","2258560","2984040","B_3973992","1981680","MAD","F locaux","RABII.927","S - stocks","SPOC","19","Echue dans 30 jours"
"401","OCP_3150:57846",">_83521_18370152","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing",">6360897","77496400","10900600","76826200","63927600","=_3239148","7863560","MAD","F locaux","KANFAOUI.95","S - stocks","Litige","26","Echue dans 30 jours"
"402","JF8_80079:57923","CDS30403_0210_59025","Port Jorf","JORF B","Fournisseur Y","XX","XX","402","402","@5981520","80459700","33835600","79984300","76977000","B_4716229","74681300","USD","F étrangers","SAMAR.8928","M - marché","SPOC","-20","Echue"
"403","JF8_39228:11782","330_0003_565654","Port Jorf","JORF Z","Fournisseur Z","XX","XX","403","403","=680009","62391400","18783400","25611100","48783700","?_1236586","30898600","EUR","F étrangers","RIYAHI.8585","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","45","Echue dans 60 jours"
"404","OCP_72294:9575","30_0003_500561","Port Jorf","JORF B","Fournisseur A","XX","XX","404","404","=732957","47747100","6898950","19529500","27194500","@_1118641","3299670","MAD","F locaux","KARAMI.5938","E - Equipement","SPOC","53","Echue dans 60 jours"
"405","OCP_68425:92277","0921_0090_33254455","Port Jorf","JORF Z","Fournisseur B","XX","XX","405","405","E6510417","13432100","4593390","6359080","12490300","?_2671810","10464800","MAD","F locaux","HASSAN.3373","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","17","Echue dans 30 jours"
"406","JF8_18912:87821","322_0117_561358692","Port Jorf","JORF B","Fournisseur C","XX","XX","406","406","C1526474","65691100","5125100","8518680","23622500",">_1722397","18629000","MAD","F locaux","RABII.928","S - stocks","SPOC","38","Echue dans 60 jours"
"411","JF8_41795:5659","<_373098_67894101","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B1709738","58797100","20287300","23498800","51029300","B_1336435","1163030","MAD","F locaux","KANFAOUI.96","S - stocks","Litige","25","Echue dans 30 jours"
"412","OCP_60986:73415","CDS30403_0210_59026","Port Jorf","JORF B","Fournisseur Y","XX","XX","412","412","A6011863","36882700","2235300","2286150","5899380","<_2690132","60361","USD","F étrangers","SAMAR.8929","M - marché","SPOC","-20","Echue"
"413","JF8_60338:5866","330_0003_565655","Port Jorf","JORF Z","Fournisseur Z","XX","XX","413","413","F33142","24576500","2091040","7576100","949979",">_5728955","433279","USD","F étrangers","RIYAHI.8586","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","5","Echue dans 7 jours"
"414","OCP_15341:93410","30_0003_500562","Port Jorf","JORF B","Fournisseur A","XX","XX","414","414","<4443028","93754500","67476100","82787200","70198400","F_2176800","24465600","MAD","F locaux","KARAMI.5939","E - Equipement","SPOC","6","Echue dans 7 jours"
"415","JF8_17452:78187","0921_0090_33254456","Port Jorf","JORF Z","Fournisseur B","XX","XX","415","415","D783038","24091200","6027260","21299100","22585800","E_342453","852582","MAD","F locaux","HASSAN.3374","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","46","Echue dans 60 jours"
"416","OCP_7098:42814","322_0117_561358693","Port Jorf","JORF B","Fournisseur C","XX","XX","416","416","D6591803","16540300","674764","10301200","15741700","=_3039681","10174200","MAD","F locaux","RABII.929","S - stocks","SPOC","20","Echue dans 30 jours"
"421","JF8_85712:88576","B_238171_789791","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E5752804","12162200","1904340","3296800","2520590","B_2934968","807275","MAD","F locaux","KANFAOUI.97","S - stocks","Litige","-2","Echue"
"422","JF8_96299:49605","CDS30403_0210_59027","Port Jorf","JORF B","Fournisseur Y","XX","XX","422","422","F507175","56700000","17798900","29110400","31711000",">_5902807","28474800","USD","F étrangers","SAMAR.8930","M - marché","SPOC","-8","Echue"
"423","JF8_25672:3076","330_0003_565656","Port Jorf","JORF Z","Fournisseur Z","XX","XX","423","423","<2938503","51321100","8004690","22792800","28930100","E_5037994","19116300","USD","F étrangers","RIYAHI.8587","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-14","Echue"
"424","JF8_90981:17334","30_0003_500563","Port Jorf","JORF B","Fournisseur A","XX","XX","424","424","A5693495","57871100","38536900","56401900","11031500","C_5832234","600464","MAD","F locaux","KARAMI.5940","E - Equipement","SPOC","46","Echue dans 60 jours"
"425","JF8_84834:13853","0921_0090_33254457","Port Jorf","JORF Z","Fournisseur B","XX","XX","425","425","F4872990","18457600","7581000","13014200","12755800","D_1249382","6221010","MAD","F locaux","HASSAN.3375","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","13","Echue dans 30 jours"
"426","JF8_44402:7658","322_0117_561358694","Port Jorf","JORF B","Fournisseur C","XX","XX","426","426",">882908","21004500","292663","5976860","15932000","@_2690408","670232","MAD","F locaux","RABII.930","S - stocks","SPOC","-16","Echue"
"431","OCP_34201:63509","W_958237_18660972","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A3052241","37187100","24534600","26430800","32724200","D_3929440","1696940","MAD","F locaux","KANFAOUI.98","S - stocks","Litige","12","Echue dans 30 jours"
"432","OCP_94145:44518","CDS30403_0210_59028","Port Jorf","JORF B","Fournisseur Y","XX","XX","432","432",">1668118","31908300","16545400","24756300","5035560","B_3812073","145670","EUR","F étrangers","SAMAR.8931","M - marché","SPOC","9","Echue dans 30 jours"
"433","OCP_2066:44301","330_0003_565657","Port Jorf","JORF Z","Fournisseur Z","XX","XX","433","433","D6507385","14083400","9913820","11477800","8202920","A_2982702","5490240","USD","F étrangers","RIYAHI.8588","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","47","Echue dans 60 jours"
"434","JF8_12020:27045","30_0003_500564","Port Jorf","JORF B","Fournisseur A","XX","XX","434","434","?3757156","41453300","16217800","33829100","7900490","?_6123308","6056060","MAD","F locaux","KARAMI.5941","E - Equipement","SPOC","47","Echue dans 60 jours"
"435","OCP_56379:14133","0921_0090_33254458","Port Jorf","JORF Z","Fournisseur B","XX","XX","435","435","E4381334","83500600","46449300","47894000","8759080","F_5085489","2686610","MAD","F locaux","HASSAN.3376","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","41","Echue dans 60 jours"
"436","JF8_143:78636","322_0117_561358695","Port Jorf","JORF B","Fournisseur C","XX","XX","436","436","A3880506","25117100","4989850","16342900","13002900","D_3669788","10689400","MAD","F locaux","RABII.931","S - stocks","SPOC","-12","Echue"
"441","OCP_21419:89906","Q_236462_30649164","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E4311109","87194400","16491400","33724500","81127800","?_5652463","23426400","MAD","F locaux","KANFAOUI.99","S - stocks","Litige","-18","Echue"
"442","JF8_76492:14923","CDS30403_0210_59029","Port Jorf","JORF B","Fournisseur Y","XX","XX","442","442","E3958930","85837300","8077410","15244000","57000400","B_5709333","5264610","EUR","F étrangers","SAMAR.8932","M - marché","SPOC","37","Echue dans 60 jours"
"443","JF8_1925:52999","330_0003_565658","Port Jorf","JORF Z","Fournisseur Z","XX","XX","443","443","<2395603","35730400","676298","14210700","4886870","B_2936185","2479640","EUR","F étrangers","RIYAHI.8589","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-9","Echue"
"444","OCP_27931:3439","30_0003_500565","Port Jorf","JORF B","Fournisseur A","XX","XX","444","444","@5788189","77727800","38179900","51324700","22107700","=_5659337","21173200","MAD","F locaux","KARAMI.5942","E - Equipement","SPOC","32","Echue dans 60 jours"
"445","OCP_23076:58636","0921_0090_33254459","Port Jorf","JORF Z","Fournisseur B","XX","XX","445","445","<1702726","5009130","1117530","1628380","588044","B_399347","550474","MAD","F locaux","HASSAN.3377","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-4","Echue"
"446","JF8_26553:2107","322_0117_561358696","Port Jorf","JORF B","Fournisseur C","XX","XX","446","446","?2456747","24009000","4684540","10273500","16429400","E_3305966","15592900","MAD","F locaux","RABII.932","S - stocks","SPOC","-4","Echue"
"451","JF8_17272:59468","O_303837_20306289","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E3066692","34425700","10864200","24270600","21008300",">_2820485","14520500","MAD","F locaux","KANFAOUI.100","S - stocks","Litige","47","Echue dans 60 jours"
"452","OCP_67138:82336","CDS30403_0210_59030","Port Jorf","JORF B","Fournisseur Y","XX","XX","452","452","C1932902","43082800","5502620","9529320","39258200","E_5355780","3001000","EUR","F étrangers","SAMAR.8933","M - marché","SPOC","-6","Echue"
"453","OCP_31856:53166","330_0003_565659","Port Jorf","JORF Z","Fournisseur Z","XX","XX","453","453","C187449","75928300","52362900","73191400","15647000","=_292769","13272300","USD","F étrangers","RIYAHI.8590","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","14","Echue dans 30 jours"
"454","OCP_19132:46931","30_0003_500566","Port Jorf","JORF B","Fournisseur A","XX","XX","454","454","C4101450","83468400","62649500","67628100","43744500","A_6099796","36443300","MAD","F locaux","KARAMI.5943","E - Equipement","SPOC","1","Echue dans 7 jours"
"455","JF8_79750:61673","0921_0090_33254460","Port Jorf","JORF Z","Fournisseur B","XX","XX","455","455","C6440953","36775000","9792700","22826200","34948500","<_70986","24225800","MAD","F locaux","HASSAN.3378","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","7","Echue dans 7 jours"
"456","JF8_70447:87099","322_0117_561358697","Port Jorf","JORF B","Fournisseur C","XX","XX","456","456","@3733462","87127900","1558420","47320400","52435800","A_3005690","46899900","MAD","F locaux","RABII.933","S - stocks","SPOC","55","Echue dans 60 jours"
"461","JF8_92033:14969","S_868609_3472799","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D2081767","94132000","9393670","38399600","10286300","=_773740","7535160","MAD","F locaux","KANFAOUI.101","S - stocks","Litige","12","Echue dans 30 jours"
"462","JF8_35580:43161","CDS30403_0210_59031","Port Jorf","JORF B","Fournisseur Y","XX","XX","462","462","D503093","40553800","34593000","40284300","29463800","=_575172","26992900","EUR","F étrangers","SAMAR.8934","M - marché","SPOC","11","Echue dans 30 jours"
"463","OCP_85298:28517","330_0003_565660","Port Jorf","JORF Z","Fournisseur Z","XX","XX","463","463","<6578636","64522800","13931400","37548500","12824100","F_3132371","10334100","EUR","F étrangers","RIYAHI.8591","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","36","Echue dans 60 jours"
"464","OCP_57444:59196","30_0003_500567","Port Jorf","JORF B","Fournisseur A","XX","XX","464","464","F1852008","26687200","2376860","8216710","21698000","B_756805","20015100","MAD","F locaux","KARAMI.5944","E - Equipement","SPOC","17","Echue dans 30 jours"
"465","JF8_97041:37024","0921_0090_33254461","Port Jorf","JORF Z","Fournisseur B","XX","XX","465","465","<778606","57294500","23997500","35150400","14956700","C_2630032","8226990","MAD","F locaux","HASSAN.3379","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","54","Echue dans 60 jours"
"466","OCP_13072:27524","322_0117_561358698","Port Jorf","JORF B","Fournisseur C","XX","XX","466","466","F5045658","56109000","22348400","25969800","49494900","@_3214934","31551700","MAD","F locaux","RABII.934","S - stocks","SPOC","52","Echue dans 60 jours"
"471","JF8_47849:1082","Y_735892_1525263","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","=2181538","38038500","4180850","4856270","31447200","F_6181004","31124200","MAD","F locaux","KANFAOUI.102","S - stocks","Litige","-19","Echue"
"472","JF8_11783:26203","CDS30403_0210_59032","Port Jorf","JORF B","Fournisseur Y","XX","XX","472","472","F2656708","77616700","41094700","44792600","54331300","F_2821697","38527200","USD","F étrangers","SAMAR.8935","M - marché","SPOC","9","Echue dans 30 jours"
"473","JF8_89242:62483","330_0003_565661","Port Jorf","JORF Z","Fournisseur Z","XX","XX","473","473","F2772941","5265370","2705550","5249040","3556180","<_1463167","1750610","USD","F étrangers","RIYAHI.8592","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","30","Echue dans 30 jours"
"474","OCP_49041:2306","30_0003_500568","Port Jorf","JORF B","Fournisseur A","XX","XX","474","474","<2287412","66771200","1171960","5516540","13353400","B_4895576","8142590","MAD","F locaux","KARAMI.5945","E - Equipement","SPOC","-13","Echue"
"475","JF8_43999:80504","0921_0090_33254462","Port Jorf","JORF Z","Fournisseur B","XX","XX","475","475","B1292857","20861400","243322","746245","14083900","C_6078623","8611380","MAD","F locaux","HASSAN.3380","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-5","Echue"
"476","JF8_2386:44223","322_0117_561358699","Port Jorf","JORF B","Fournisseur C","XX","XX","476","476","D5351996","30000900","5619280","7365150","675266","F_5609389","50004","MAD","F locaux","RABII.935","S - stocks","SPOC","23","Echue dans 30 jours"
"481","OCP_6644:62751","I_36805_99912791","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","F4722248","4606130","3200380","4173700","4121940","C_2840974","2859310","MAD","F locaux","KANFAOUI.103","S - stocks","Litige","15","Echue dans 30 jours"
"482","OCP_88929:59326","CDS30403_0210_59033","Port Jorf","JORF B","Fournisseur Y","XX","XX","482","482","@2664217","20903200","7494480","10702500","18291700","<_1772299","6657430","USD","F étrangers","SAMAR.8936","M - marché","SPOC","23","Echue dans 30 jours"
"483","JF8_43767:17907","330_0003_565662","Port Jorf","JORF Z","Fournisseur Z","XX","XX","483","483","@1311286","78875800","28360900","57963000","53206400","B_3228891","35378900","EUR","F étrangers","RIYAHI.8593","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","2","Echue dans 7 jours"
"484","JF8_3840:60680","30_0003_500569","Port Jorf","JORF B","Fournisseur A","XX","XX","484","484","C5400845","80623200","1655190","7004520","49626300","?_584509","14798700","MAD","F locaux","KARAMI.5946","E - Equipement","SPOC","9","Echue dans 30 jours"
"485","JF8_41175:35955","0921_0090_33254463","Port Jorf","JORF Z","Fournisseur B","XX","XX","485","485","F3610512","65233800","1364020","5194290","51336200","F_2138975","18703000","MAD","F locaux","HASSAN.3381","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","13","Echue dans 30 jours"
"486","OCP_30948:87288","322_0117_561358700","Port Jorf","JORF B","Fournisseur C","XX","XX","486","486","C2614404","59129600","23835900","43754100","31075500","C_6277731","8010360","MAD","F locaux","RABII.936","S - stocks","SPOC","12","Echue dans 30 jours"
"491","JF8_39343:86408","@_348397_44251471","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D2151977","50127200","22410900","26608500","37703600","B_4503735","9467000","MAD","F locaux","KANFAOUI.104","S - stocks","Litige","-19","Echue"
"492","JF8_19767:33933","CDS30403_0210_59034","Port Jorf","JORF B","Fournisseur Y","XX","XX","492","492","@2480691","23405700","1763050","7091430","14056700","@_6357879","5423190","EUR","F étrangers","SAMAR.8937","M - marché","SPOC","45","Echue dans 60 jours"
"493","OCP_75331:68188","330_0003_565663","Port Jorf","JORF Z","Fournisseur Z","XX","XX","493","493","D2886895","48788500","24495200","35550600","17222100","C_2038412","4272770","USD","F étrangers","RIYAHI.8594","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","57","Echue dans 60 jours"
"494","OCP_90575:64194","30_0003_500570","Port Jorf","JORF B","Fournisseur A","XX","XX","494","494",">6161505","367020","15248","62613","113359","?_2049578","67918","MAD","F locaux","KARAMI.5947","E - Equipement","SPOC","10","Echue dans 30 jours"
"495","OCP_62675:61140","0921_0090_33254464","Port Jorf","JORF Z","Fournisseur B","XX","XX","495","495","?126281","86995700","3409550","46301900","12107100","A_4672010","2109380","MAD","F locaux","HASSAN.3382","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","51","Echue dans 60 jours"
"496","JF8_87418:78805","322_0117_561358701","Port Jorf","JORF B","Fournisseur C","XX","XX","496","496","A4111863","63024200","14970100","48748100","28693600",">_857458","3184640","MAD","F locaux","RABII.937","S - stocks","SPOC","60","Echue dans 60 jours"
"501","OCP_92292:31028","@_64847_3026033","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B761555","82256000","27105800","76046000","50433700","D_1779467","15123800","MAD","F locaux","KANFAOUI.105","S - stocks","Litige","28","Echue dans 30 jours"
"502","OCP_58881:43155","CDS30403_0210_59035","Port Jorf","JORF B","Fournisseur Y","XX","XX","502","502","=632003","11601300","402646","4731600","9040360","=_626612","7921230","USD","F étrangers","SAMAR.8938","M - marché","SPOC","28","Echue dans 30 jours"
"503","OCP_8277:97009","330_0003_565664","Port Jorf","JORF Z","Fournisseur Z","XX","XX","503","503","E3392509","5880580","708286","1442140","3044130","A_1500540","195336","USD","F étrangers","RIYAHI.8595","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-4","Echue"
"504","JF8_11390:18724","30_0003_500571","Port Jorf","JORF B","Fournisseur A","XX","XX","504","504","C1036523","9886190","5299190","8539930","4292800",">_5891919","2385260","MAD","F locaux","KARAMI.5948","E - Equipement","SPOC","30","Echue dans 30 jours"
"505","OCP_44383:17365","0921_0090_33254465","Port Jorf","JORF Z","Fournisseur B","XX","XX","505","505","?5589480","33600900","11690400","13896100","2190980","=_4671525","1944480","MAD","F locaux","HASSAN.3383","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","16","Echue dans 30 jours"
"506","OCP_96987:94704","322_0117_561358702","Port Jorf","JORF B","Fournisseur C","XX","XX","506","506","D662424","74481200","3654810","12008700","39874100","B_2683546","34397900","MAD","F locaux","RABII.938","S - stocks","SPOC","16","Echue dans 30 jours"
"511","JF8_88405:9481","K_100394_25316377","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","E1810497","74430400","11810400","21580900","6439160","A_2530762","97931","MAD","F locaux","KANFAOUI.106","S - stocks","Litige","8","Echue dans 30 jours"
